2013-07-04 13:07:35,2013-07-04 13:07:35
12.671875,0.390625
13.09375,0.421875
13.5,0.406250
13.953125,0.453125
14.34375,0.390625
14.765625,0.421875
15.1875,0.421875
15.609375,0.421875
16.03125,0.421875
16.453125,0.421875
22.5,0.468750
22.96875,0.468750
35.84375,0.906250
83.640625,1.250000
132.828125,0.609375
133.578125,0.750000
141.9375,0.828125
176.96875,0.421875
204.5,0.593750
205.09375,0.593750
205.640625,0.546875
206.171875,0.531250
206.6875,0.515625
207.203125,0.515625
207.703125,0.500000
208.1875,0.484375
208.671875,0.484375
209.140625,0.468750
209.609375,0.468750
210.078125,0.468750
210.5625,0.484375
211.046875,0.484375
211.53125,0.484375
212.015625,0.484375
212.484375,0.468750
212.921875,0.437500
221.421875,0.703125
222.109375,0.687500
222.78125,0.671875
223.375,0.593750
223.953125,0.578125
224.5,0.546875
225.140625,0.640625
231.828125,0.500000
232.328125,0.500000
232.828125,0.500000
233.328125,0.500000
233.8125,0.484375
234.296875,0.484375
234.75,0.453125
235.21875,0.468750
235.640625,0.421875
236.078125,0.437500
236.5,0.421875
236.9375,0.437500
237.359375,0.421875
237.78125,0.421875
238.21875,0.437500
241.5625,0.421875
241.953125,0.390625
259.125,0.515625
265.625,0.453125
266.09375,0.468750
266.5625,0.468750
272.890625,0.921875
278.34375,0.406250
286.28125,0.468750
286.734375,0.453125
287.1875,0.453125
291.4375,0.437500
291.875,0.437500
292.328125,0.453125
292.75,0.421875
301.75,0.718750
302.484375,0.734375
303.171875,0.687500
303.84375,0.671875
304.453125,0.609375
307.09375,0.515625
307.515625,0.421875
308.03125,0.515625
308.484375,0.453125
310.703125,0.453125
311.125,0.421875
311.5625,0.437500
312.015625,0.453125
312.4375,0.421875
319.671875,0.484375
320.140625,0.468750
320.640625,0.500000
321.109375,0.468750
321.578125,0.468750
322.046875,0.468750
322.515625,0.468750
323.0,0.484375
323.484375,0.484375
323.953125,0.468750
324.40625,0.453125
324.875,0.468750
325.34375,0.468750
325.8125,0.468750
326.296875,0.484375
326.765625,0.468750
327.203125,0.437500
327.65625,0.453125
328.125,0.468750
328.5625,0.437500
329.015625,0.453125
329.453125,0.437500
329.890625,0.437500
330.3125,0.421875
330.734375,0.421875
331.171875,0.437500
331.59375,0.421875
332.015625,0.421875
332.4375,0.421875
332.859375,0.421875
333.296875,0.437500
333.71875,0.421875
334.15625,0.437500
334.5625,0.406250
334.984375,0.421875
335.40625,0.421875
335.84375,0.437500
336.296875,0.453125
336.75,0.453125
337.203125,0.453125
337.65625,0.453125
338.125,0.468750
338.625,0.500000
339.125,0.500000
339.625,0.500000
340.140625,0.515625
340.640625,0.500000
341.125,0.484375
341.59375,0.468750
342.0625,0.468750
342.515625,0.453125
342.953125,0.437500
343.390625,0.437500
343.84375,0.453125
344.296875,0.453125
344.734375,0.437500
345.15625,0.421875
345.59375,0.437500
346.03125,0.437500
346.453125,0.421875
346.875,0.421875
352.71875,0.437500
353.171875,0.453125
353.578125,0.406250
354.0,0.421875
354.4375,0.437500
354.859375,0.421875
355.28125,0.421875
355.703125,0.421875
356.140625,0.437500
356.5625,0.421875
356.984375,0.421875
357.421875,0.437500
357.859375,0.437500
358.28125,0.421875
358.71875,0.437500
360.875,0.437500
361.328125,0.453125
361.765625,0.437500
362.203125,0.437500
