2013-02-24 11:13:24,2013-02-24 11:13:24
15.59375,0.687500
16.265625,0.671875
16.96875,0.703125
17.671875,0.703125
18.453125,0.781250
19.1875,0.734375
19.953125,0.765625
20.71875,0.765625
21.484375,0.765625
22.171875,0.687500
22.859375,0.687500
23.59375,0.734375
24.3125,0.718750
25.03125,0.718750
25.78125,0.750000
26.578125,0.796875
27.3125,0.734375
28.0625,0.750000
28.84375,0.781250
29.625,0.781250
30.34375,0.718750
31.078125,0.734375
31.78125,0.703125
32.484375,0.703125
33.171875,0.687500
33.828125,0.656250
34.484375,0.656250
35.171875,0.687500
35.875,0.703125
36.578125,0.703125
37.265625,0.687500
37.9375,0.671875
38.609375,0.671875
39.265625,0.656250
39.96875,0.703125
40.65625,0.687500
41.375,0.718750
42.109375,0.734375
42.890625,0.781250
43.609375,0.718750
44.328125,0.718750
45.0625,0.734375
45.796875,0.734375
46.515625,0.718750
47.234375,0.718750
47.953125,0.718750
48.625,0.671875
49.3125,0.687500
50.015625,0.703125
50.734375,0.718750
51.4375,0.703125
52.203125,0.765625
53.0,0.796875
53.875,0.875000
54.734375,0.859375
55.5625,0.828125
68.421875,0.796875
69.265625,0.843750
70.125,0.859375
70.96875,0.843750
71.84375,0.875000
72.671875,0.828125
73.53125,0.859375
74.375,0.843750
75.21875,0.843750
76.046875,0.828125
76.890625,0.843750
77.703125,0.812500
82.234375,0.718750
82.9375,0.703125
83.65625,0.718750
84.421875,0.765625
85.203125,0.781250
86.015625,0.812500
86.828125,0.812500
87.609375,0.781250
88.375,0.765625
89.125,0.750000
89.859375,0.734375
90.546875,0.687500
91.21875,0.671875
91.921875,0.703125
92.65625,0.734375
93.421875,0.765625
94.1875,0.765625
94.90625,0.718750
95.625,0.718750
96.328125,0.703125
97.015625,0.687500
97.6875,0.671875
98.375,0.687500
99.09375,0.718750
99.78125,0.687500
100.46875,0.687500
101.171875,0.703125
101.921875,0.750000
102.609375,0.687500
103.3125,0.703125
104.015625,0.703125
104.6875,0.671875
105.390625,0.703125
106.09375,0.703125
106.796875,0.703125
107.515625,0.718750
108.28125,0.765625
109.046875,0.765625
109.84375,0.796875
110.65625,0.812500
111.375,0.718750
129.34375,0.656250
141.609375,0.562500
152.328125,0.703125
153.03125,0.703125
153.71875,0.687500
154.4375,0.718750
176.09375,0.609375
176.734375,0.640625
177.359375,0.625000
178.0,0.640625
178.671875,0.671875
179.359375,0.687500
180.078125,0.718750
180.734375,0.656250
181.40625,0.671875
182.0625,0.656250
182.734375,0.671875
183.390625,0.656250
184.078125,0.687500
184.78125,0.703125
185.46875,0.687500
