2013-07-12 20:01:45,2013-07-12 20:01:45,2013-07-12 20:01:45
32.0,32.0,32.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-10.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,64.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-7.0,-6.0,63.0
-7.0,-6.0,64.0
-9.0,-6.0,63.0
-10.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-7.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-7.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,64.0
-7.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-9.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-7.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-7.0,-6.0,63.0
-7.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-7.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,64.0
-8.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
-7.0,-6.0,64.0
-8.0,-6.0,63.0
-8.0,-6.0,63.0
