2013-06-20 12:56:39,2013-06-20 12:56:39
40.109375,0.515625
40.515625,0.406250
52.328125,0.546875
52.859375,0.531250
53.40625,0.546875
53.96875,0.562500
54.5,0.531250
145.90625,0.625000
146.578125,0.671875
147.265625,0.687500
147.9375,0.671875
148.640625,0.703125
149.390625,0.750000
160.71875,0.656250
161.34375,0.625000
178.546875,0.562500
179.140625,0.593750
179.78125,0.640625
180.453125,0.671875
181.09375,0.640625
181.75,0.656250
182.4375,0.687500
183.15625,0.718750
183.859375,0.703125
184.53125,0.671875
185.203125,0.671875
185.875,0.671875
186.53125,0.656250
187.140625,0.609375
187.734375,0.593750
188.3125,0.578125
188.890625,0.578125
189.4375,0.546875
189.984375,0.546875
190.53125,0.546875
191.078125,0.546875
191.625,0.546875
192.1875,0.562500
212.1875,0.609375
212.796875,0.609375
213.40625,0.609375
235.84375,0.796875
236.609375,0.765625
240.359375,0.578125
240.953125,0.593750
241.546875,0.593750
242.171875,0.625000
242.78125,0.609375
243.4375,0.656250
244.15625,0.718750
251.84375,0.578125
252.4375,0.593750
253.03125,0.593750
253.609375,0.578125
254.203125,0.593750
254.8125,0.609375
266.234375,0.546875
266.78125,0.546875
267.359375,0.578125
267.953125,0.593750
268.5625,0.609375
269.15625,0.593750
269.796875,0.640625
270.4375,0.640625
271.078125,0.640625
271.71875,0.640625
272.296875,0.578125
272.875,0.578125
289.484375,0.593750
290.078125,0.593750
290.84375,0.765625
291.46875,0.625000
292.078125,0.609375
292.6875,0.609375
293.28125,0.593750
293.890625,0.609375
294.453125,0.562500
295.078125,0.625000
295.671875,0.593750
296.28125,0.609375
296.90625,0.625000
297.46875,0.562500
298.1875,0.718750
298.78125,0.593750
299.375,0.593750
299.96875,0.593750
300.5,0.531250
349.59375,0.578125
350.1875,0.593750
350.78125,0.593750
351.390625,0.609375
351.984375,0.593750
352.578125,0.593750
353.15625,0.578125
353.75,0.593750
354.40625,0.656250
355.15625,0.750000
355.78125,0.625000
356.40625,0.625000
357.046875,0.640625
357.6875,0.640625
365.203125,0.546875
365.765625,0.562500
366.3125,0.546875
366.859375,0.546875
367.390625,0.531250
367.9375,0.546875
372.203125,0.687500
372.75,0.546875
380.734375,0.562500
381.328125,0.593750
399.671875,0.718750
400.359375,0.687500
401.0,0.640625
401.625,0.625000
402.25,0.625000
426.21875,0.609375
426.84375,0.625000
427.453125,0.609375
428.015625,0.562500
428.578125,0.562500
429.125,0.546875
429.6875,0.562500
430.28125,0.593750
430.8125,0.531250
431.375,0.562500
431.984375,0.609375
432.65625,0.671875
433.4375,0.781250
434.265625,0.828125
435.09375,0.828125
435.890625,0.796875
450.125,0.671875
450.703125,0.578125
462.625,0.593750
463.28125,0.656250
463.90625,0.625000
464.515625,0.609375
465.1875,0.671875
465.875,0.687500
466.5,0.625000
467.171875,0.671875
467.828125,0.656250
468.59375,0.765625
469.203125,0.609375
469.875,0.671875
470.578125,0.703125
471.234375,0.656250
471.84375,0.609375
532.0625,0.531250
532.6875,0.625000
