2013-02-20 19:19:20,2013-02-20 19:19:20,2013-02-20 19:19:20
32.0,32.0,32.0
-50.0,36.0,19.0
-50.0,38.0,18.0
-50.0,37.0,20.0
-52.0,37.0,18.0
-51.0,36.0,19.0
-51.0,37.0,20.0
-49.0,38.0,21.0
-45.0,38.0,24.0
-47.0,37.0,24.0
-46.0,36.0,24.0
-49.0,36.0,22.0
-48.0,37.0,23.0
-48.0,34.0,24.0
-49.0,36.0,23.0
-48.0,36.0,22.0
-48.0,38.0,22.0
-48.0,37.0,21.0
-49.0,37.0,20.0
-48.0,37.0,21.0
-47.0,37.0,23.0
-48.0,38.0,22.0
-48.0,39.0,21.0
-49.0,38.0,22.0
-50.0,38.0,21.0
-51.0,39.0,25.0
-47.0,39.0,27.0
-54.0,40.0,28.0
-51.0,43.0,27.0
-47.0,36.0,7.0
-39.0,36.0,5.0
-40.0,32.0,2.0
-41.0,34.0,7.0
-61.0,39.0,33.0
-54.0,36.0,32.0
-49.0,37.0,25.0
-50.0,37.0,22.0
-48.0,38.0,21.0
-46.0,39.0,21.0
-50.0,38.0,21.0
-48.0,37.0,23.0
-48.0,36.0,24.0
-51.0,36.0,19.0
-51.0,37.0,20.0
-49.0,37.0,21.0
-48.0,37.0,23.0
-46.0,36.0,23.0
-50.0,38.0,22.0
-48.0,37.0,21.0
-48.0,38.0,21.0
-51.0,36.0,20.0
-50.0,36.0,20.0
-49.0,37.0,20.0
-49.0,37.0,19.0
-48.0,38.0,20.0
-47.0,38.0,20.0
-49.0,37.0,18.0
-51.0,37.0,17.0
-51.0,37.0,17.0
-50.0,37.0,17.0
-48.0,37.0,21.0
-49.0,37.0,18.0
-52.0,36.0,17.0
-49.0,35.0,19.0
-51.0,36.0,17.0
-52.0,36.0,18.0
-50.0,36.0,18.0
-50.0,36.0,19.0
-51.0,38.0,17.0
-49.0,37.0,18.0
-51.0,38.0,17.0
-51.0,38.0,16.0
-50.0,37.0,17.0
-48.0,38.0,19.0
-48.0,38.0,20.0
-49.0,37.0,19.0
-50.0,37.0,19.0
-51.0,37.0,17.0
-50.0,37.0,17.0
-48.0,37.0,20.0
-49.0,38.0,20.0
-52.0,36.0,16.0
-51.0,35.0,18.0
-47.0,37.0,21.0
-48.0,37.0,20.0
-52.0,38.0,15.0
-50.0,39.0,16.0
-50.0,37.0,17.0
-52.0,37.0,16.0
-52.0,35.0,16.0
-51.0,36.0,15.0
-52.0,35.0,16.0
-53.0,35.0,15.0
